id,name,cooking_instructions,image_url,calories,proteins,fats,carbs,allergens_list,name_embedding
664655,Vegetarian Christmas wreath,"Wash the broccoli and cut the florets.
Fill a large pan with water and turn on the gas. When the water boils, add the broccoli florets.
In the meanwhile prepare a bowl with cold water and ice cubes.
As soon as it boils again, count 2 minutes and then take the broccoli from the boiling water merging them immediately in the ice cold water.
It is necessary to mantain the light green color.
Wash the tomatoes.
Prepare the dip combining the other ingredients and keep it in the fridge for at least 3 hours.
Take a big white plate and place a ramekin in the middle of it (you'll put the dip inside it).
Arrange the broccoli florets around forming the wreath.
Add the tomatoes.
Cut the cheese with star shaped cookie cutters and add to the wreath.
Cut the red pepper creating pieces to form a ribbon.
Buon appetito!",https://img.spoonacular.com/recipes/664655-556x370.jpg,223.98,5.33,19.23,9.33,"[""Dairy"", ""Egg"", ""Meat""]","[-1.59328878e-02  1.21905729e-02  2.66648158e-02 -2.98593137e-02
 -1.01775117e-02 -3.60635035e-02 -3.09945475e-02  7.27342255e-03
 -7.16781942e-03  6.72164559e-02  2.48299595e-02  6.71570562e-03
  1.91405863e-02  2.48563606e-02  9.93726403e-02 -2.10278304e-04
  2.20182743e-02  9.75773856e-02 -7.33942464e-02  1.70264582e-04
  5.99826351e-02 -5.88210002e-02  1.12269437e-02 -4.39309441e-02
  3.83075736e-02 -1.43719395e-03  1.91933867e-02  1.79657489e-02
 -5.15079759e-02 -7.78295845e-02 -2.44471487e-02 -4.23072930e-03
  9.29308403e-03 -4.77194600e-03  2.88263825e-03  1.87313724e-02
 -2.32987124e-02 -3.28426063e-02 -4.43797596e-02  2.42359415e-02
  2.44339481e-02 -4.46751161e-04  2.59783957e-02  6.77840738e-03
  5.09799607e-02  2.32987129e-03 -4.07100469e-02 -6.95661269e-03
  4.12908643e-02 -8.21065158e-02  1.72133259e-02 -3.84791777e-03
  3.68555263e-02 -9.71549749e-03  1.07121281e-02  9.49109066e-03
  3.22353877e-02  3.07569411e-02  5.18247858e-02  4.69274353e-03
  7.34602474e-03  5.21151945e-02 -1.22077338e-01  9.20332149e-02
  1.22697754e-02 -1.32796066e-02 -2.30083037e-02 -1.25205833e-02
  6.05898537e-03  5.57057047e-03 -1.49296569e-02 -7.33282417e-03
 -1.95497982e-02  1.92857906e-02  4.73630503e-02  4.26703040e-03
  1.81637555e-02  9.26668383e-03  3.54760862e-03  3.59711004e-03
 -3.55354883e-02  5.00031300e-02 -1.04349190e-02  3.72251379e-03
 -1.96289998e-02  1.06461253e-02  1.69955206e-03  1.40716303e-02
  8.48521963e-02  5.59169091e-02  9.76829906e-04 -1.52877183e-03
 -5.06895520e-02 -3.11265532e-02 -1.16797172e-01  2.72720344e-02
 -3.56410891e-02 -1.43966905e-03 -5.41744567e-02  3.13430399e-01
 -5.58113083e-02  4.62278128e-02  7.48726875e-02 -4.80230711e-02
  2.59783957e-02 -4.55941968e-02 -3.22617888e-02 -2.11470462e-02
 -1.10025369e-02  1.71473250e-02  2.97009088e-02 -7.43974745e-02
  5.44912666e-02 -2.64272094e-02 -3.84395756e-02 -2.56087836e-02
  5.58641106e-02 -3.78851593e-03 -1.34446118e-02  6.44179732e-02
 -2.16882639e-02  3.37930322e-02  2.81696618e-02 -2.33383141e-02
 -7.05561601e-03  3.44266519e-02 -1.03293164e-02  9.20332149e-02
  7.32886419e-02  7.55591094e-02  3.00705209e-02  5.21415956e-02
  3.12849581e-02 -9.84090101e-03  1.54857233e-03 -4.46338643e-04
  1.73321310e-02 -5.93028124e-03  4.80494685e-02 -5.03199399e-02
 -9.90030239e-04 -8.72282684e-02 -2.05662288e-02 -4.78910655e-02
 -2.74040382e-02 -5.50720841e-02  1.81340554e-03  4.75214534e-02
 -6.69524521e-02  4.71518412e-02 -1.23423776e-02  1.54312719e-02
 -1.62169017e-05 -5.38312458e-02  1.70681216e-02  4.96071167e-02
 -5.23792021e-02 -2.29027011e-02 -2.05530282e-02 -3.90071934e-03
  4.56205942e-02 -3.34498249e-02  1.18077612e-02 -6.88533038e-02
 -1.59328878e-02 -1.10249773e-01 -3.39514390e-02  2.25990918e-02
  5.18775880e-02  1.04349190e-02  6.02994449e-02  4.32445221e-02
 -5.82401827e-02 -1.86521709e-02  9.66269597e-02  6.41539618e-02
  2.74832416e-02 -2.20710747e-02  3.91391991e-03  3.29746082e-02
 -2.54635792e-02  1.89161785e-02 -3.25521976e-02  7.77767822e-02
  6.82196841e-02  3.36610305e-04 -1.43092377e-02 -3.56410891e-02
 -4.61222120e-02 -2.78528519e-02  6.07218593e-03 -5.56529015e-02
 -3.39778401e-02  7.25609716e-04  1.56672299e-03  4.95015159e-02
 -6.30979314e-02  3.34498249e-02  2.59387940e-02  1.11081395e-02
  9.97950509e-03 -9.85806137e-02 -2.71136295e-02 -1.06329257e-02
  1.16057955e-01 -4.37461399e-02  4.21092883e-02 -2.11602468e-02
  3.27370018e-02  3.30538116e-02 -4.68878336e-02  4.39837463e-02
  4.61486131e-02  5.32768294e-02 -3.47434618e-02  8.77034813e-02
  1.11939423e-02 -1.77677441e-02  4.62542139e-02  2.96745077e-02
  2.91464925e-02 -1.48794949e-01 -7.73543641e-02 -2.76046842e-01
 -2.41435394e-02 -8.26345291e-03 -4.03602328e-03 -4.98183258e-02
  1.92197878e-02  2.72192322e-02  2.50807684e-03 -1.79789495e-02
 -1.93781927e-02  1.07398488e-01  4.01556268e-02 -1.72925293e-02
  8.76506791e-03 -9.85905179e-04  5.36464415e-02  5.80289774e-02
 -1.74113326e-02  2.30875071e-02  3.55618894e-02  5.73887536e-03
 -6.39427528e-02  8.84955078e-02 -6.95925280e-02  5.45968711e-02
 -7.88064115e-03  1.57137603e-01  6.67412430e-02 -1.46392481e-02
  3.21561843e-02 -4.18980829e-02  3.16809677e-02 -3.70403342e-02
 -1.06342457e-01  9.74189769e-03  1.70021206e-02  5.35144359e-02
 -2.69156229e-02 -2.13978551e-02  3.07569420e-03 -2.37475261e-02
  5.38840480e-02 -2.30347048e-02 -9.50957090e-02  1.76885407e-02
 -5.90322055e-02  4.81022708e-02 -6.56390097e-03  6.02994449e-02
 -1.21113705e-02  2.13318523e-02  2.43151449e-02  6.50515929e-02
  1.64081026e-02  1.74905360e-02 -1.27251893e-02  1.55896768e-02
 -3.04665323e-02  2.39983350e-02  7.33942445e-03  2.42095403e-02
 -3.97332162e-02 -2.94633023e-02  1.34776123e-02  1.28175924e-02
  3.45850587e-02  1.50616607e-02 -1.83221605e-02 -3.15225646e-02
  8.99607502e-03 -3.60701047e-03 -2.31271069e-02 -1.30948005e-02
 -3.85187790e-02  1.81901567e-02  5.71841486e-02  9.15447995e-03
 -8.89707264e-03 -4.23996970e-02 -4.41685505e-02  2.70080268e-02
  1.53652700e-02  4.63334173e-02 -3.37402336e-02 -6.46489765e-03
  3.50602716e-02 -1.13206662e-01 -1.56424791e-02  5.88738024e-02
 -2.38531306e-02  3.37666348e-02 -1.28637934e-02 -2.01834179e-02
  4.63070162e-02  1.26789883e-02  1.30816000e-02 -2.67387390e-01
  2.17806660e-02  3.01233213e-02  1.94210943e-03 -2.93048974e-02
 -2.91992929e-02 -5.56001030e-02  4.15812731e-02 -1.06342457e-01
 -1.30353989e-02 -3.67301237e-03  2.97669112e-03  7.52951056e-02
  7.82123953e-03  4.22940925e-02  4.95675160e-03  4.77590598e-02
  1.93880929e-03 -3.91523987e-02 -1.44676432e-01 -2.38927305e-02
 -3.22617888e-02  1.79103076e-01  2.44075470e-02 -1.08454518e-01
 -1.49692576e-02  8.08524713e-03 -2.24802885e-02 -8.91291276e-02
 -1.58008840e-02 -1.66985113e-02  9.27328411e-03  7.63511360e-02
 -4.28749137e-02  5.18511869e-02 -4.69406359e-02 -3.98652181e-02
 -2.08170377e-02 -1.55368755e-02 -4.97919247e-02 -5.68277389e-03
  5.09799607e-02 -7.54007101e-02 -1.96686015e-02  5.10855615e-02
 -3.50074694e-02 -5.21943979e-02 -2.81127344e-04  5.70257455e-02
 -3.54034826e-02  1.27977915e-02 -4.38088406e-04 -7.22854137e-02
  2.62556039e-02  1.61440931e-02 -2.89880875e-02 -3.41626443e-02
 -1.18935639e-02 -6.07746579e-02 -6.01938404e-02  3.70139331e-02
 -8.53406079e-03 -1.80185512e-02  8.19481090e-02  2.28762999e-02]"
654032,Oreo Hazelnut and Banana Cheesecake,"<ol><li>Mix crushed Oreo cookies with butter and press them firmly into a  9 inch cake pan. Put in  refrigerator and chill until firm.</li><li>Whisk fresh whipping cream until soft peaks form, set aside</li><li>Put gelatin and water in a bowl and soak for a while. Then place the bowl in a double boiler and heat until gelatin dissolves. Set aside.</li><li>Beat cream cheese at medium speed with 3 tablespoon of fresh milk until smooth.</li><li>Add in hazelnut spread, continue to beat for about 1 minute.</li><li>Mash bananas and mix well with 1/2 tbsp lemon juice then add into the cream cheese mixture, mix well again and transfer to a large bowl.</li><li>Add whipped cream to the cream cheese mixture with a hand whisk, mix well and add dissolved gelatin into it. </li><li>Lastly fold in 20g crushed Oreo cookies with a rubber spatula.</li><li>Pour cream cheese mixture into prepared cake pan and refrigerator for at least 4 hours or overnight.</li><li>Remove chilled cheesecake from cake pan and sprinkle extra crushed Oreo biscuits over it.</li></ol>",https://img.spoonacular.com/recipes/654032-556x370.jpg,414.88,6.17,31.67,28.7,"[""Gluten"", ""Dairy"", ""Egg"", ""Meat""]","[-1.51530383e-02 -1.06376717e-02  3.84868570e-02 -4.83144224e-02
  2.22448190e-03  7.40520060e-02  5.75709203e-03  1.25567028e-02
 -6.90585449e-02  1.50999166e-02  2.27760393e-02 -9.63499490e-03
  4.96955924e-02  3.47151980e-02  1.05022110e-01 -2.00668201e-02
  8.98292288e-02 -6.66149333e-02 -1.70521483e-01 -3.70857678e-03
  3.84868570e-02 -5.68072917e-03 -7.68674761e-02  9.48309971e-05
  3.17403711e-02  5.10502011e-02  2.10362952e-02  4.69863713e-02
 -3.96821015e-02 -1.12724796e-01  1.63748432e-02  3.87790287e-03
  1.24836601e-02 -6.74648881e-02 -1.18461968e-02  1.90575030e-02
  6.53400049e-02  5.28563485e-02 -1.14544220e-02 -1.34547963e-03
  1.03375331e-01 -6.76640915e-03  6.67743012e-02 -1.52327213e-02
  1.51928803e-02  1.06243917e-03 -3.62557359e-02  3.89383957e-02
  9.29634273e-02  3.67869548e-02  1.61756370e-02  3.70791256e-02
 -9.28970240e-03 -5.83677506e-03  2.41306499e-02  6.49681538e-02
  1.52592827e-02  8.56591563e-04  4.54192720e-02 -3.20557808e-03
 -2.27096360e-02  2.92701982e-02 -1.12299822e-01  5.99215701e-02
  1.92965511e-02 -1.98709313e-03 -6.74117655e-02 -3.11294664e-02
 -1.77294537e-02  3.62291746e-02 -2.56711859e-02  5.77435680e-02
  3.96024212e-02  6.95897639e-02 -9.86740366e-03  5.48749827e-02
  3.26168835e-02 -3.62822972e-02 -6.22058138e-02  1.55647332e-02
 -5.91247380e-02  1.51131973e-02  3.56979556e-02 -9.24322102e-03
 -2.44626608e-02 -3.11294664e-02 -1.18461968e-02  2.93498822e-02
  6.14089817e-02 -4.53130305e-02 -1.60776929e-03 -4.19663452e-03
  6.83281198e-03  1.41038802e-02 -3.36261988e-02  7.80892791e-03
  1.46483798e-02 -9.87537205e-02  6.85937284e-03  3.19156736e-01
 -5.17142266e-02  4.26038094e-02 -1.60195900e-03 -6.59243464e-02
  2.92170774e-02 -5.64155206e-02  1.91239046e-03 -5.90716153e-02
  2.52993330e-02 -9.49554984e-03  4.35334444e-02 -3.07841748e-02
  7.66549855e-02 -5.13158105e-02 -2.17401609e-02  4.89253215e-02
  5.04127368e-02  2.87655406e-02  4.37459312e-02 -1.16669098e-02
 -3.17669325e-02  3.86196636e-02 -8.11437890e-03  1.50600746e-02
 -4.71457392e-02 -5.13423719e-02 -3.81681249e-02  4.33209576e-02
  3.76103446e-02  3.73978578e-02 -8.00813548e-03  4.74910289e-02
  7.28833228e-02 -3.23213916e-03  3.91508825e-02  3.98680307e-02
  1.90575030e-02 -7.59644015e-03  1.46749411e-02  2.11657793e-03
 -2.91905161e-02 -6.14089817e-02  1.77294537e-02 -1.37054652e-01
  7.15552792e-02  2.45556254e-02 -8.92448891e-03  3.46355177e-02
  1.31808855e-02  3.75572257e-02 -1.18196355e-02  1.02458978e-02
 -5.29559515e-03  3.88321504e-02 -1.06841540e-02 -6.32815342e-03
 -3.07841748e-02  4.22319546e-02  1.70654282e-02 -6.63692458e-03
 -1.76099297e-02 -3.96821015e-02  3.41574177e-02 -4.00273949e-02
 -2.52329297e-02 -1.41091913e-01  2.69859545e-02  5.53796394e-03
  2.55151396e-03  9.10377596e-03  1.61357950e-02  5.68936169e-02
 -4.62957844e-02 -3.92438471e-03  9.02010873e-02 -4.51271012e-02
  1.33867329e-02  3.62822972e-02  2.83671264e-02  5.08111529e-02
  2.10495759e-03  1.89645384e-02  3.39714922e-02 -2.25369912e-02
  1.65076479e-02 -3.93633693e-02  1.07837571e-02 -8.51279404e-03
 -2.33072583e-02  3.80884446e-02 -1.91770270e-02 -4.88987640e-02
 -6.10371307e-02  5.68936169e-02 -2.42900159e-02 -2.25502718e-02
 -2.96951737e-02  4.12226394e-02  3.28293703e-02  7.25114718e-03
 -5.95297944e-03 -5.58842979e-02 -2.47282721e-02 -6.07183985e-02
  3.33605893e-02 -4.76238355e-02 -5.73185906e-02 -2.01066602e-02
  6.67211786e-02 -8.26710463e-03 -8.05461686e-03  1.52974634e-03
  6.20464459e-02  3.89383957e-02 -1.39445141e-02 -7.56987883e-03
 -3.72185721e-03  4.71191779e-02 -3.78228351e-02 -7.18474481e-03
  2.79421490e-02 -2.69859545e-02 -3.88055891e-02 -2.74746776e-01
  2.26764358e-03  5.46160107e-03 -2.92170774e-02 -3.11825890e-02
 -4.60301749e-02 -1.33402515e-02  2.16073561e-02  2.31877342e-02
  3.66807133e-02  3.66541520e-02  1.41968429e-02 -2.93764435e-02
  2.86858566e-02 -6.21194905e-03 -1.35394586e-02  1.82473920e-02
 -1.36523433e-02  3.25106382e-02  1.96684040e-02 -3.62557359e-02
 -5.89122511e-02  7.12896660e-02 -6.24183007e-02  7.59643987e-02
 -4.20991518e-03  1.32167429e-01  1.36310950e-01  1.06658926e-03
 -4.97752726e-02 -1.01330131e-02  5.51405922e-02  2.54055765e-02
 -6.88460544e-02  2.09698919e-02  4.27366160e-02  5.83279096e-02
 -5.28829098e-02 -5.16611040e-02  9.50883050e-03 -6.41182065e-02
 -2.31611729e-02 -2.70755985e-03 -9.53539163e-02 -8.40654969e-03
 -2.17800029e-02 -4.85800318e-02  1.31941661e-02  5.18470295e-02
  2.02660263e-02 -1.24172578e-02  2.34135035e-02  1.45155750e-02
 -7.28302076e-02  5.40183904e-03 -3.85134183e-02 -2.56844666e-02
 -5.52468374e-02 -1.70986296e-03 -4.36264090e-03 -8.88962764e-04
 -3.26168835e-02  3.41839790e-02  1.01396535e-02  2.11558193e-02
 -7.15382630e-05 -4.82081762e-03 -2.95623690e-02 -9.83420201e-03
  6.58712313e-02 -5.32464648e-04 -2.24705879e-02 -8.43975134e-03
  2.30682101e-02  2.63883322e-02  1.58037823e-02  4.41974699e-02
 -5.34207700e-03 -2.14081481e-02 -5.83810322e-02  2.78359056e-02
  1.50866359e-02  2.04121117e-02 -3.19063757e-03  1.85262831e-03
  2.41040885e-02  5.56186885e-02 -7.07053244e-02  3.93102504e-02
 -1.29883187e-02 -2.32674181e-02 -2.05183565e-03  2.56977472e-02
  1.84997227e-02  4.85003479e-02  4.46490049e-02 -2.84521192e-01
  6.06652759e-02 -4.68801260e-02 -1.32074468e-02  2.58969553e-02
 -2.97748577e-02  1.35394586e-02 -3.95492986e-02 -1.12406060e-01
 -3.41839790e-02  1.38515504e-02  3.47683206e-02  2.61360034e-02
 -1.90840624e-02  9.62171424e-03  2.45855050e-03  2.87124179e-02
  1.18528372e-02  4.07445431e-02 -5.82216643e-02 -2.25104298e-02
 -4.30553481e-02  1.37692109e-01  2.24440265e-02 -3.95492986e-02
  6.62430823e-02  5.90184964e-02  4.04523723e-02 -7.58979982e-03
  4.98018367e-03 -2.73312479e-02  6.35471428e-03  2.34002229e-02
 -4.55520786e-02 -2.42634546e-02  5.30953966e-02 -5.06783463e-02
 -6.38459530e-03  1.22578917e-02  5.75310811e-02 -2.07706857e-02
 -5.16876653e-02 -1.02472253e-01 -1.11981086e-01  5.00143245e-02
 -9.31759104e-02 -2.54852585e-02 -2.42634546e-02 -2.13317852e-03
 -3.08372956e-02  1.12406060e-01 -8.87667909e-02 -4.23647612e-02
  6.12496175e-02  9.02010873e-02 -1.91239044e-02 -8.60044509e-02
  2.88452227e-02 -6.93241581e-02  1.58701849e-03  9.88732465e-03
 -3.90711986e-02 -2.36923937e-02  1.75700877e-02 -3.72650549e-02]"
662515,Sweet Florida Orange Breakfast Bread,"Preheat oven to 350F.
Grease and lightly flour loaf pans.
In a medium bowl, whisk together flour, baking powder, baking soda, and salt. Set aside.
Measure buttermilk, orange juice, and vanilla into a measuring cup. Set aside.
In a large bowl, use a mixer to beat the butter until creamy.
Blend in sugar and beat for a few minutes until light and fluffy.
Mix in eggs, one at a time, and orange zest, and beat until well incorporated.
With mixer on low, slowly pour in 1/3 of the flour mixture.
Mix in half of the buttermilk mixture.
Blend in another 1/3 of the flour mixture and remaining buttermilk mixture.
Add remaining flour mixture and mix until just blended.
Divide batter between prepared pans, filling about 3/4 full, and bake for 30 to 35 minutes (45 minutes if using a large loaf pan) or until a toothpick inserted in center comes out clean.
While loaves bake, prepare orange simple syrup.
Stir together 1/2 cup orange juice and 1/2 cup brown sugar in a small pot. Bring to a boil over medium heat while occasionally stirring, then reduce heat and simmer for a few minutes. Remove pot from heat and set aside to cool.
When cakes are done, cool for 10 minutes before turning out onto wire rack. Set rack over a sheet pan or piece of foil, and using a brush or a spoon, soak each cake with simple syrup. Allow to cool completely.
Store in an airtight container or wrap tightly.",https://img.spoonacular.com/recipes/662515-556x370.jpg,353.87,4.68,13.28,55.31,"[""Gluten"", ""Dairy"", ""Egg"", ""Meat""]","[-8.45507607e-02 -5.51972874e-02  5.69321727e-03 -2.32813717e-03
 -1.09410807e-02  5.79092950e-02  5.76633541e-03  5.76434098e-02
 -7.98978098e-03 -2.83697043e-02 -4.20094989e-02 -3.87125500e-02
 -8.72428238e-04  3.06297094e-02  5.66662895e-03  1.27823204e-02
  9.41225421e-03  8.27975920e-04 -1.30069911e-01 -4.31793816e-02
  5.62608205e-02 -3.14805359e-02 -4.59445640e-02 -8.15595780e-03
  2.04995703e-02  4.13979664e-02  2.37832256e-02  5.12090437e-02
 -6.85446113e-02 -1.29750848e-01 -4.85236272e-02  1.76280364e-02
  3.21718305e-02 -7.46599138e-02 -3.35278325e-02  4.79120985e-02
 -1.85320377e-02  1.73355639e-02  9.77119617e-03 -1.18384361e-02
  3.33948918e-02  1.82927437e-02 -8.54813494e-03  9.05331224e-03
 -4.93212789e-03 -9.41225439e-02 -7.99775720e-02  5.96109442e-02
  8.97620618e-02  4.21956144e-02  2.10978072e-02  8.73691216e-02
  1.79869775e-02 -3.21984179e-02 -2.43016966e-02  9.39098373e-02
  1.58732086e-02 -4.73803319e-02 -1.90770975e-03  1.20644365e-02
  3.86153348e-04  7.68401548e-02 -1.47724539e-01  7.46599138e-02
 -8.95360671e-03 -5.12622222e-02  4.82045673e-02 -3.88986692e-02
 -1.81199200e-02 -5.14732674e-04 -6.64707199e-02  5.25118709e-02
  6.56730756e-02  5.64203486e-02  4.23285551e-02  3.96963172e-02
  4.78855073e-02  4.90288064e-02 -4.23551463e-02 -4.99328077e-02
 -7.63083920e-02  1.66841522e-02 -8.11607577e-03  2.64287591e-02
 -3.38203050e-02 -2.77049970e-02  1.97816864e-02 -1.04525208e-03
  9.46011320e-02  1.13399057e-02 -2.61628758e-02 -6.75342530e-02
  4.04848251e-04 -1.75881535e-02 -7.98712224e-02  3.15071233e-02
 -1.69101525e-02 -2.40358133e-02  1.43576758e-02  2.87578940e-01
 -2.89280582e-02  2.09914539e-02  2.56576985e-02 -1.10394575e-01
  4.67687994e-02 -3.01245321e-02  3.67716029e-02  6.71021966e-03
  7.67736835e-03  4.00951393e-02  6.17513014e-03 -1.39056752e-02
  5.74307032e-02 -2.60166414e-02 -1.87979210e-02  1.52217960e-02
  7.97648653e-02  2.77581736e-02  1.03361979e-02  3.58676016e-02
 -4.62370366e-02 -2.02336889e-02  8.00972246e-03  1.85453314e-02
  4.22487929e-02 -1.68337103e-03  6.62214588e-04  5.45059927e-02
  9.10648890e-03  3.09753567e-02 -1.64049752e-02  3.15071233e-02
  1.28261909e-01  4.77924524e-03  5.41736418e-03  8.01371038e-02
 -3.75426635e-02 -1.74153298e-02 -4.23750840e-03  3.56283076e-02
  2.65351124e-02 -6.75874352e-02 -5.42666987e-02 -8.31681713e-02
  3.37405391e-02  1.57801490e-02 -3.69045474e-02  3.53358351e-02
 -1.40519105e-02  2.13503968e-02  6.14721254e-02  4.07598466e-02
 -6.38650730e-02 -3.07427091e-03  3.39000672e-02  2.11642776e-02
 -1.81730967e-02  5.43198735e-02  6.23761266e-02  2.12440435e-02
 -4.67687994e-02 -2.75720563e-02  3.75426635e-02 -3.06562968e-02
 -4.77791578e-02 -9.56114903e-02 -5.45591712e-02  6.67698402e-03
  4.57401678e-04 -4.67953905e-02  1.87447444e-02 -2.68874085e-03
 -3.28365378e-02 -1.64315626e-02  9.55051333e-02  6.75010215e-03
  5.83878830e-02  6.30142465e-02  1.22040249e-02  1.45703824e-02
 -2.55646408e-02 -8.41519330e-03  1.13166403e-03 -3.85264307e-02
  2.19619274e-02  1.27756726e-02  2.29456946e-02 -2.11642776e-02
 -1.82927437e-02 -3.36341858e-02 -2.33843997e-02 -2.15365132e-03
 -3.13210040e-02  4.04141992e-02 -1.03322096e-01 -4.99062203e-02
  9.13972408e-03 -6.56730728e-03  4.28337343e-02 -3.32353599e-02
  2.91407648e-02 -5.77962957e-03 -4.05139057e-03  1.85054485e-02
  5.47718778e-02 -3.29428911e-02  6.78001344e-02  2.69538793e-03
  7.04057887e-02  4.45353836e-02 -2.15896908e-02 -1.86948909e-03
  5.15546948e-02  5.74307032e-02 -7.19479099e-02  4.99328077e-02
  3.48838344e-02  4.28337343e-02 -2.12972201e-02 -4.16904390e-02
  2.35838126e-02 -5.32031655e-02 -5.97704761e-02 -2.50993460e-01
  1.58200320e-02 -1.31213209e-02 -1.28421439e-02  7.01266155e-03
 -2.11376906e-03  7.17883790e-03  6.57644705e-04  5.86537682e-02
 -3.82871367e-02  5.47186993e-02 -3.11880633e-02  5.36285788e-02
  6.79596663e-02  5.37748169e-03  3.72501947e-02  1.02763735e-02
 -4.53596227e-02  1.00437263e-02  1.58200320e-02  2.51126401e-02
 -6.00363575e-02 -1.43310884e-02 -5.76434098e-02  8.49761739e-02
 -4.09725532e-02  9.78980809e-02  5.57290539e-02  6.67897835e-02
 -8.99747685e-02  2.88482942e-02  1.83725078e-02  7.69465119e-02
 -5.98768294e-02  4.24880870e-02  3.94570231e-02  2.91673541e-02
 -7.71060400e-03 -2.13537202e-03  2.18555741e-02 -2.04065125e-02
 -5.26714027e-02 -5.18139312e-03 -1.00556910e-01 -1.64581519e-02
 -6.44500107e-02  2.87951175e-02 -2.50594635e-02  5.56027610e-03
  2.05228361e-03  1.88643914e-02  9.79778450e-03  1.13053404e-01
  4.47015604e-03  1.82661545e-02 -4.72208001e-02 -2.93002948e-02
 -3.32087725e-02 -2.77581736e-02 -1.27889672e-02  5.17939888e-02
 -1.19231862e-03 -2.18289848e-02  5.30436374e-02  4.55723293e-02
  2.67478190e-02 -3.87391374e-02 -5.73775284e-02 -3.33948918e-02
 -3.80212553e-02 -3.92974913e-02 -1.30814388e-01 -7.37559125e-02
  4.72473912e-02  4.55457382e-02  6.46627173e-02  1.49426190e-02
 -1.79603901e-02 -7.13097900e-02 -2.50727572e-02  5.87601177e-02
 -2.45941672e-02  1.85187440e-02 -1.61922686e-02  7.41148554e-03
  5.04379831e-02  4.57650935e-03  1.04608305e-03  6.07276522e-02
 -7.72655681e-02 -2.52754916e-03  8.05625133e-03 -3.17065348e-03
 -5.57290539e-02  3.65057215e-02  1.49160307e-02 -2.52056986e-01
  8.86985362e-02 -5.07836342e-02 -1.16789062e-02  5.53568192e-02
  1.78673305e-02  2.60565244e-02  3.42723057e-02 -6.93422556e-02
 -2.26665158e-02  5.21396361e-02  2.06192192e-02  3.65588963e-02
 -1.14462590e-02  1.39056752e-02  1.71228591e-02  1.19846715e-02
  3.69045474e-02 -8.48166458e-03 -9.30058360e-02  5.71116470e-02
 -7.46466219e-03  1.30388975e-01  3.86061966e-02 -5.30968122e-02
  3.43321287e-03  1.78939179e-02 -1.54477963e-02  2.40225196e-02
 -3.86361062e-05  1.50888544e-02 -1.48761477e-02  7.94989839e-02
 -5.89196496e-02  1.26892608e-02 -2.21214574e-02 -7.62020350e-02
  2.27994588e-03 -3.63727808e-02 -2.35705189e-02 -4.64497432e-02
 -1.86383910e-02 -2.01805122e-02 -5.00657484e-02  1.09144924e-02
 -1.18052006e-01  1.43045001e-02  2.55114641e-02  5.23523428e-02
 -2.90078241e-02  5.24055175e-02 -1.09969161e-01  7.09907338e-03
  6.81191981e-02 -6.12860080e-03 -6.88636675e-02 -4.41099703e-02
  6.93422556e-02 -5.79624698e-02 -3.28365378e-02  1.27623789e-02
  1.13664940e-03 -2.03234237e-03  4.17702012e-02 -3.88189033e-03]"
